Saryn,Circuits,150
Zephyr,Circuits,150
Banshee,Credits,"10,000"
Banshee,Warframe Systems,1
Sevagoth,Salvage,"2,750"
Nova,Salvage,500
Equinox,Rubedo,300
Vauban,Morphics,1
Hydroid,Rubedo,300
Protea,Chassis,1
Khora,Iradite,65
Nyx,Rubedo,500
Mirage,Systems,1
Trinity,Alloy Plate,150
Wisp,Credits,"15,000"
Garuda,Chassis,1
Ivara,Systems,1
Harrow,Salvage,"25,000"
Saryn,Chassis,1
Trinity,Rubedo,500
Ember,Rubedo,300
Wukong,Circuits,"1,400"
Inaros,Nano Spores,"1,000"
Protea,Ferrite,"13,400"
Volt,Rubedo,500
Equinox,Morphics,1
Nezha,Plastids,"4,200"
Yareli,Rubedo,500
Yareli,Circuits,500
Protea,Cubic Diodes,"1,250"
Oberon,Credits,"15,000"
Hildryn,Systems,1
Nova,Orokin Cell,1
Nyx,Neural Sensors,1
Excalibur,Salvage,500
Valkyr,Credits,"25,000"
Rhino,Morphics,1
Ember,Systems,1
Ember,Control Module,1
Mirage,Circuits,250
Khora,Kavat Genetic Code,2
Rhino,Morphics,1
Atlas,Rubedo,700
Wukong,Control Module,1
Wisp,Nitain Extract,2
Hydroid,Credits,"15,000"
Protea,Credits,"15,000"
Mesa,Nano Spores,"1,600"
Zephyr,Salvage,500
Gara,Pyrotic Alloy,90
Khora,Salvage,"16,000"
Zephyr,Oxium,20
Vauban,Neuroptics,1
Titania,Neurodes,2
Hydroid,Orokin Cell,1
Nyx,Salvage,500
Gara,Esher Devar,25
Titania,Ferrite,"3,000"
Nidus,Credits,"15,000"
Hildryn,Credits,"15,000"
Valkyr,Morphics,1
Nova,Morphics,1
Mirage,Plastids,450
Excalibur,Credits,"15,000"
Loki,Morphics,1
Grendel,Alloy Plate,"3,800"
Harrow,Plastids,"2,000"
Ember,Neuroptics,1
Equinox,Equinox,1
Equinox,Credits,"15,000"
Gara,Rubedo,800
Octavia,Morphics,20
Wukong,Nitain Extract,2
Volt,Systems,1
Hydroid,Polymer Bundle,"1,000"
Ivara,Neurodes,5
Equinox,Alloy Plate,150
Ivara,Credits,"25,000"
Wisp,Hexenon,400
Harrow,Alloy Plate,"20,000"
Loki,Rubedo,500
Valkyr,Salvage,500
Hydroid,Argon Crystal,2
Nekros,Credits,"15,000"
Yareli,Cryotic,350
Volt,Credits,"15,000"
Nova,Neural Sensors,1
Limbo,Neural Sensors,1
Vauban,Rubedo,500
Nezha,Polymer Bundle,"2,100"
Grendel,Control Module,5
Gauss,Alloy Plate,"2,950"
Octavia,Polymer Bundle,"6,000"
Protea,Neuroptics,1
Yareli,Fieldron,1
Valkyr,Salvage,500
Equinox,Credits,"15,000"
Garuda,Kuva,"3,500"
Inaros,Plastids,300
Lavos,Polymer Bundle,"5,500"
Ember,Alloy Plate,150
Volt,Credits,"5,000"
